videoId,title,channelId,channelTitle,description,publishTime
8knnM-GdaKc,A Simple LIGHTING TRICK Used by All the PROS! 🔥📷,UC6_PrY8iGrnOXdsPSpDYhDQ,Joris Hermans,How I Color Grade My Videos: https://www.jorishermans.com/shop Another quick #shorts lighting tutorial. Every professional uses ...,2023-01-09T15:30:02Z
Qa14SyjsklQ,Master this 3 point lighting setup 💡,UCxxtIuOzdp_CJKblAYJ0ZWg,Mimi and Mason,Cinematography basics: three point lighting. Here's a quick breakdown of the lighting setup. We'd teach you about contrast ratios ...,2023-11-11T18:22:48Z
bRmxKAz3nc0,6 LIGHTING FACTS All Photographers Should Understand - Studio Lighting Tutorial,UCZajtzLoD3nxn2G9ripCjPg,Visual Education,Don't let the allure of high-end equipment overshadow the most crucial aspect of photography. If you want to capture truly ...,2020-09-15T18:30:02Z
jxXb1-SftCQ,The Best Lighting Modifiers for On-Location Photography | Behind the Scenes,UCAYhU-t8F0rbxI_hQLe9spg,Westcott Lighting,"In this video, photographer @heyashleyboring & model @RileyGaynorOfficial show how lighting on location can be quick and ...",2023-06-07T10:00:38Z
AyDNxia8GYw,5 Lighting Patterns Every Photographer Should Learn!,UCqboVfFthnXPiCq_llvjXTA,MagMod,"Dive into the world of portrait lighting with Pye Jirsa, talented photography educator, as he unravels the setups behind the five ...",2024-02-21T22:28:10Z
HcccEe2Jouc,Umbrellas for Lighting,UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,shorts Not sure what umbrellas do for your lights? Dean is here to help explain. #lighting #tipsandtricks #photography #bhphoto.,2023-01-06T17:02:56Z
HkJQzVcrExA,Headshot photography lighting set up,UCDRPK_vztO3UhivfhhVujoA,Eric Moniz,This is one of my go to lighting set ups for headshots. #photography #canoncamera #behindthescenes.,2023-07-07T13:24:51Z
6RF0HCwbfac,An easy and affordable lighting setup for your videos,UCKlkFypQT_GHKSzeM16GA5g,Aman Agrawal,This is pretty much how I light my talking-head videos. The number of ways you can play around with the lights that are available ...,2023-10-02T04:30:02Z
qRRYX6HGMDM,An EASY LIGHTING Setup For Your Videos!,UCTORPbJSlfnsTDd5C3w2S4w,Stefano Lombardo,My Preset Pack: https://stefanolombardo.com/shop/ethereal-preset-pack. PRESETS & ASSETS: ...,2023-04-02T21:15:50Z
KPuuVwAkOHM,4 Tips for Natural Light Portraits with Tony Gale,UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,Professional photographer Tony Gale shares his tips on photographing people with natural lighting. He'll talk about bouncing ...,2022-05-18T15:00:20Z
Y_d1dHVjFjg,The setup 💆‍♂️ #PhotographyStudio #Studio #Photography #SydneyAustralia #PhotographySetup #Backdrop,UCAqMCV3XC8xVB7ujLPeDt5A,KILLA KREATIVE,Backdrop days at www.StudioKilla.co.,2024-04-11T08:06:23Z
1e1XWJUvxDU,Softbox vs. Parabolic Reflector: Which one’s your lighting hero? 💡,UCZcxH4XXZnq7yHWGwPvrpUQ,PIXEL VIILAGE,,2024-11-19T12:30:04Z
V4Ps-0hGlm4,Colored Light Photography Hack #photography #lighting,UC6GTOYdZ5tXXsIwhzQqebwA,Illumitati,,2024-02-13T20:28:49Z
pulIE9EV2_E,$30 Accessory Every Photographer Should Have,UCTSgfO_OkfRX8dm4YhCg3fg,SLR Lounge | Photography Tutorials,"A reflector is essential in photography as it helps control and manipulate the direction of light, filling in shadows and creating a ...",2023-07-26T15:00:42Z
Yp2KexvjAmA,Portrait Photography Setup | Godox Lights and Reflector | 2 - Point Lighting System,UCY02sCDRvPNB11LhwIZwhdA,Alvin Antonio,This is how I setup for a photography photoshoot with two lights and a reflector.,2023-01-15T16:33:18Z
n8F_Q5fdM44,Why you need a GRID on your SOFTBOX #light #photo #photography #camera #lighting #learn #ytshorts,UCL7jLxMPJJCUtm-Gyrax92Q,Photography With Antonio,,2024-10-17T12:00:57Z
c7W8FipGEVQ,Mastering Macro Photography Lighting! 🌟#stepbystep,UCY9Nb2N0OeXAmgcPv4oY6xg,Daniel Aucoin,"In this video, I'll show you my step-by-step process for capturing mesmerizing close-ups. From finding the perfect subject to using ...",2024-04-26T12:15:32Z
mte8yB0T7to,Take your product photography to the next level with this rgb lighting technique,UClBTB7rBrHWUVqTWR8yavMg,Hypop,Take your product photography to the next level with this rgb lighting technique #dreamlight #productphotographyidea ...,2023-02-14T23:50:46Z
wydPeVwekH4,My FAVOURITE Camera Light (Aputure AL-MC) #Shorts,UCzi1cAY62PslI1b-4KGVxoQ,Anthony Gugliotta,The Aputure AL-MC #Photography​​​​ #Lighting #PhotographyTips​​​​ #CanonR6​​​​ #CanonR5​​​​ ...,2021-03-12T14:00:17Z
hXdrM4Q8dhY,Understanding Light in Photography.  Part One: Intensity,UCRfgHb3W-Nb7uvdX85Bw0AQ,Omar Gonzalez Photography,"Lighting tutorial begins here. Flash, strobes, natural light all work in the same manner. Before diving into our flash tutorials, let's ...",2020-04-13T15:43:19Z
UikU6G8FAZ0,Cinematic Lighting for Beginners #filmmaking,UC71x8bBOwIEscxAltguHXMQ,Blake Ridder,,2023-09-05T11:12:22Z
F_22M8wNOhI,Macro Photography Lighting #litbylume | Miniature Nature Studio,UCY9Nb2N0OeXAmgcPv4oY6xg,Daniel Aucoin,"In this video, I'll reveal some awesome macro photography hacks using @Lumecube LED lights. Join me as I immerse you in the ...",2024-04-06T12:12:58Z
FJlMsMx89hA,"Simple advertising photography lighting, you got it?",UCwuqQrftRRMsSEQSZ8Fuldg,Neewer Official,NEEWER CB150 150W 5600K LED Continuous Light Kit ...,2023-07-04T14:53:59Z
kGzXZx0phL8,3 Lighting setups to know!! #lighting #setup #studio #flash #photography #videography #tutorial,UCB4Trm49N_zvuVpcLkO0P2g,PhotoKnack,,2024-03-15T13:29:28Z
nVRcBqPqaQ8,Lighting tips for off camera flash 📸 #offcameraflash #westcott #viltrox,UCmV6AkO8ALtrOETmPYphw9w,Eli Infante,,2024-12-12T13:55:49Z
vGUYlmWO4GI,A model shoot with RGB LED lights + @nikonusa Z9 📷 #photoshoot #photography #portraitphotography,UCw0xK0ZY6RNWpY7XmNGhPxQ,Robert Silver Photography,Featured Products - SUTEFOTO TP25 tube lights - https://amzn.to/4ir2PGP - GODOX SL150W II led light (key light) ...,2023-01-31T01:00:02Z
li3DO7v7yOE,Cinematic lighting for beginners #lighting #cinematic #filmmaking #videography #tutorial #howto,UCxqEFfOarXulhfcykutX9rw,Mullah Mugzie,,2023-08-27T19:49:16Z
b5RIlQvX_GQ,Macro Photography Lighting: Life Cycle #macrophotographyideas,UCY9Nb2N0OeXAmgcPv4oY6xg,Daniel Aucoin,"In this short video, I'll guide you through how I use Flexible LED Lights (Link in channel Bio) paired with aluminum foil to illuminate ...",2024-08-22T14:46:01Z
Fjhl2Kny3J0,Fix your LIGHTING with this easy trick. 📷 #photography #contentcreator,UCzi1cAY62PslI1b-4KGVxoQ,Anthony Gugliotta,Light Used: ✨Lightroom Presets: https://bit.ly/3TDLKMx My Camera: https://geni.us/t93yc The Best Entry Level Camera ...,2023-03-30T15:00:18Z
1sYmMJiyfOY,1 Light Chronicles Part 5 - Low Key Lighting w Food #photography #godox #foodphotography #foodphoto,UCLR4Ta2OsoboXJdxlvwH1WQ,Kyran John,,2023-04-22T12:00:02Z
WD85ZMTIoyM,Photography Hack: Find the Best Lighting ANYWHERE,UCt0lQA1WEr8WfqS3I32e8eA,Reggie Ballesteros,"Learn this photography hack so you can find the best lighting anywhere - outdoors, indoors, low light, etc. The most important skill ...",2020-04-30T12:00:12Z
KG0C58aLJNY,Umbrella VS Soft box: Which is Best for Flash Photography? #photographytips #lightmodifiers #shorts,UC_RID7r7mUqWW7q_-dueV7g,CAMERON RADICÉ,,2023-05-04T23:08:55Z
ksIsFd2F4Uk,The Three Light Setup - Studio Lighting for Beginners | Mark Wallace | Exploring Photography,UCFrmZQhRSVgnCreE0mM2QQg,Mark Wallace,Discover the essential guide to lighting with Mark Wallace in this informative episode. Learn why the three-light setup is the ...,2024-07-02T14:00:41Z
0DawcoiJyuE,5 Camera Settings for Light-Painting in different times #shorts,UC4nyJKq--pe-nVS6QfVhaKg,Sublument,Different Camera settings from sunset to nighttime in light-painting photography If you are a photographer and want to learn how ...,2023-01-02T11:15:00Z
pN6TNwSx4S0,3 lighting tips for flat lay product shots.  #lightingtips,UCucWV7tlbw5f9DYjicgEX_g,figandlight,,2024-05-28T07:30:23Z
g1aWmqI6eU8,#shorts how to evenly light a background on full body shots,UCephS-W0LkQ9lwEgNiSerQw,wildundwunderbar,"In this video, I´m going to show you how to evenly light a background on full body shots and get the ""full body, no shadow but still ...",2023-01-30T18:02:43Z
U2Y7Rmsq-xU,Enhance your product photography by playing with lighting techniques,UCceuo1ZdHsxegsoa4Hgn55g,GODOX Global,edubao.studio expertly used our #Godox #FV200 to create eye-catching shadows that bring out the details and add depth to the ...,2023-05-24T05:45:43Z
4I5mlYov6Qg,Future of Video Light is Portable and Powerful 🙌🏼  #lighting #MolusG200,UCeeYm4DCcKiN6hmKBspX8Ig,ZHIYUN-TECH,Created by @jimmystewartuk.,2023-08-24T15:00:06Z
ZncUFi3kzp0,Strobes vs. Continuous Light: Which is Right for You? | Inside Fashion and Beauty with Lindsay Adler,UC8Pksdbj37CdE00kmE7Z1dw,Adorama,"Today we are going to compare strobes and continuous lights to review the pros, and cons and which one may be right for your ...",2023-05-26T14:00:32Z
LZRaJeW0doQ,EASY Cinematic Lighting Setup #filmmakertips #cinematic #cinematography #filmmaking,UCTA2_mBwU-P3ensGSJHiVuw,Nico Saiger,The Key-Word is: Motivated Lighting! Motivated Lighting can really step up the quality of your lighting. 1️⃣ First start clean: That ...,2024-08-20T10:50:50Z
V1YY1Qdf2eg,25+ Modifiers Tested and Compared: Find the Best Studio Photography Lighting for YOU,UCZajtzLoD3nxn2G9ripCjPg,Visual Education,There are SO MANY lighting modifiers out there. I should know – I've tried most of them! Which modifier is best for your ...,2021-11-09T19:30:04Z
W_8aNl2PcOQ,5 Simple Product Photography Setups,UCKWp-8BhdtGFpt6lX3VjvPA,Lensrentals,This video will demonstrate 5 easy ways to to photographs your products. Gear used in this video: Profoto B10 OCF Flash Head ...,2020-09-18T15:00:09Z
dvc_iE_taQM,3 reasons why I use a Lantern Softbox! #amaran #lighting,UC1wEewj5H7Nwo7Yzw9mrSzg,amaran,,2025-04-29T21:46:22Z
njPALIZy_OM,Small Diffuser Dome vs Softbox for photography video lighting,UC5KQC6OV3e19MAc2YrJLVmA,MarkusPix,"Do those little white domes really soften light? Depends what you call soften. On faces, no they don't. When lighting up a room for ...",2023-04-04T14:30:15Z
9few7pFZlzo,This $200 Video Light is Incredible! (Aputure 100D/200D Review),UCMmA0XxraDP7ZVbv4eY3Omg,DSLR Video Shooter,The new Aputure Amaran 100D and 200D are incredible video LED lights for budget video makers. I put them to the test and ...,2021-01-07T20:04:56Z
7QInwcFlBEQ,Using Continuous Lights Outdoors? Stella Pro Lights Demo.,UCRfgHb3W-Nb7uvdX85Bw0AQ,Omar Gonzalez Photography,In this video we look at Light and Motion's powerful continuous lights the Stella Pro Lights CL8000 and CL2000. 8000 lumens of ...,2019-10-31T00:12:41Z
S6_5A8N5djY,Portable Photo Lighting on a Pin-Up Photoshoot  #shorts,UCAYhU-t8F0rbxI_hQLe9spg,Westcott Lighting,Check out the full video here: https://youtu.be/vMSMKJRduLU In this video @EliInfante breaks down 4 different photo setups using ...,2022-09-02T13:18:39Z
RJWoSJCvQfo,GODOX SL-60W: When Cheap is Better Than Perfect | Lighting Review,UC6_PrY8iGrnOXdsPSpDYhDQ,Joris Hermans,"Godox SL-60W: https://amzn.to/2TXDTfV More often than not, super cheap means garbarge but not in this case. The Godox ...",2020-04-25T13:20:33Z
2DaYholvEL0,Flash Photography Lighting Secrets to MASTER Headshots in 5 Minutes,UCOPJJLvR-N0hS8V-AWnQ-6w,Vanessa Joy,Learn corporate and headshot photography with this easy flash photography lighting setup! ✓ https://SQUARESPACE.,2024-11-07T17:10:48Z
ckC3PKj9M6Q,EASY Indoor Lighting Setup for Groups (REAL Behind The Scenes),UCOPJJLvR-N0hS8V-AWnQ-6w,Vanessa Joy,This is a huge question I get asked constantly; how to light indoor photos for groups of people. Well here it is in the truth behind ...,2021-07-27T13:45:01Z
-D5oQIzTYgg,How To Make a Softbox #HowTo #softbox #lighting #photography,UCUbAIlQq6qdOCW7nURh9Qog,The Slanted Lens,How to make a softbox and get nice light for portrait shoots. SHOW US SOME LOVE! SUBSCRIBE! Subscribe to The Slanted Lens ...,2025-04-28T14:00:00Z
x_ftx1nnyBs,Money Making Lighting Setups: Photographing Men | Inside Fashion and Beauty Photography w/ Lindsay,UC8Pksdbj37CdE00kmE7Z1dw,Adorama,If you are only photographing female subjects then you are missing out on a big part of the photographic market! While I specialize ...,2023-03-28T14:00:40Z
ro0KUIWxT6M,Cheap Light Bulbs for Photography and Video,UC5KQC6OV3e19MAc2YrJLVmA,MarkusPix,Video lighting does not have to be expensive. You don't need expensive Aputure or Godox lights or even big LED panels ... just ...,2021-04-17T12:30:03Z
PK3Q228ilrM,Portrait Lighting With A Homemade Softbox #softbox #lighting #photography_tips,UCUbAIlQq6qdOCW7nURh9Qog,The Slanted Lens,Portrait Lighting With A Homemade Softbox #softbox #lighting #photography_tips SPECIAL THANKS TO OUR SPONSOR ...,2025-04-30T14:00:41Z
vHNwFELqxr8,The Lighting Setup That Makes Me the Most Money | Inside Fashion &amp; Beauty Photography: Lindsay Adler,UC8Pksdbj37CdE00kmE7Z1dw,Adorama,"Want to know which lighting setup helps me land the biggest clients and make the most money? In this video, I will show you how ...",2023-06-21T14:00:44Z
vPJjwW3qWlE,Cheapest YouTube Lighting Setup,UC6GrikaGHUNB4b0nPmYqG9g,Muhammad Imran Khan,,2022-05-16T14:31:50Z
Pld8gg3HG8s,How to use your Vision 4 Strobe | Neewer Photography,UCwuqQrftRRMsSEQSZ8Fuldg,Neewer Official,Get familiar with all the features of your Neewer Vision 4 Strobe. Welcome the convenience of a battery powered wireless ...,2020-09-08T19:30:18Z
RV428u3LeBk,Best Light for Photography: Flash vs LED &amp; How to Choose the Right Setup,UCzdTDJ4qo5XLh2sXTB1WsuQ,John Gress,"Are you searching for the best light for photography, best lighting setup for studio photography, or best constant light for ...",2024-12-09T15:00:30Z
fvkBvejEQck,Top 3 Continuous Lighting Kits for Photography,UCMVSVjx5SjGWlLoF3m8feRw,Consumer Buddy,"Links to the Top 3 Continuous Lighting Kits for Photography are listed below. At Consumer Buddy, we've researched the Top 3 ...",2022-10-10T12:56:09Z
TvmL-C6Z-EY,Portrait Challenge - Softbox vs Umbrella #portraitphotography #lighting #photographytutorials,UCUbAIlQq6qdOCW7nURh9Qog,The Slanted Lens,"Portraits with Umbrella vs Softbox, Which Looks Better On The Face? We take a look at a round soft box and an umbrella.",2024-10-21T14:00:26Z
RQ-ppaJERJw,60% OFF SALE at Lear lighting easy! 🌟 Every creator knows the magic of good lighting – it can,UCRG25cKtFfgDL1k3zQiHyqA,raullinaitis,60% OFF SALE at Lear lighting easy! Every creator knows the magic of good lighting – it can completely alter the mood of your ...,2025-05-03T09:02:06Z
kS_4y7Ap15k,5 Portrait Studio Lighting Setups | Level Up with Ab Sesay,UC8Pksdbj37CdE00kmE7Z1dw,Adorama,"In this video, photographer Ab Sesay takes us through five different portrait lighting setups using an affordable and versatile kit.",2024-08-19T15:19:16Z
c7gpFQwtF68,The 9 types of portrait lighting photographers need to know-whether they&#39;re on location or in studio,UCzdTDJ4qo5XLh2sXTB1WsuQ,John Gress,"Types of studio lighting in photography: In this video you will learn one of the keys to mastering lighting! The term ""lighting ...",2023-11-27T15:07:17Z
ttyBAIhvUj0,The Best Product Lighting Setup,UCc0D1yh3TGE8dJSLm9VmEdg,Aputure,"Stay tuned to the end for a chance to win a prize! Product lighting is everywhere you look. Whether it's high end commercials, ...",2020-05-04T19:01:09Z
kOEaxnQ0t7Y,Moody Studio Lighting Tips for Masculine Models | Take &amp; Make Great Photography with Gavin Hoey,UC8Pksdbj37CdE00kmE7Z1dw,Adorama,"Lighting is very rarely limited by the subject, but sometimes there is a lighting look that suits a person's style. If you're after a ...",2024-06-27T14:00:37Z
AsipMm7E5iU,"Front, Back, and Overhead Lighting Tips | Take and Make Great Photography with Gavin Hoey",UC8Pksdbj37CdE00kmE7Z1dw,Adorama,"Many factors can influence the results of a studio portrait session, but perhaps the biggest one is the lighting position. With the ...",2025-02-21T15:00:14Z
a9rJB3VKA74,Product Photography At Home: Beginner to Intermediate Photography Tips | 3 Quick Tips,UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,Want to learn how to take product photos? Interested in knowing how to light product photos? Trying to create a home studio on a ...,2020-02-18T19:00:00Z
3T6t1W3z4yE,Continuous Lighting Setup | Studio Photography Lighting Techniques (EASY Lighting Setup),UCOPJJLvR-N0hS8V-AWnQ-6w,Vanessa Joy,Continuous lights - why and how can you use them with studio photography lighting techniques? This is my go-to setup for an ...,2020-03-04T16:04:02Z
3Lp9CXTvrVI,This $165 Lighting tool has taken my Photography to the next level!,UC3R5ehQRUHvhJ7rL1eu0AeQ,Manny Ortiz,Get 10% off your next Squarespace website: https://www.squarespace.com/mannyortiz Want to learn how I RETOUCH my ...,2021-01-16T17:23:45Z
5oiDHDnXJFY,Which Softbox Works For You? | 8 Lighting Modifiers Explained | FIELD TEST,UClBTB7rBrHWUVqTWR8yavMg,Hypop,"CHECK OUR UPDATED VIDEO HERE https://bit.ly/3PcxdIb Hey everyone! In this video, we'll show a comparison of 8 types of ...",2020-08-18T00:00:01Z
Ucz0yH8yo9s,Outdoor Studio Lighting for Portraits,UC_BVqRWDEuRIoJEs-7BiDWg,Lume Cube,"Photographer @mr_kwu showcases the versatility of cordless lighting with the Studio Panel Lighting Kit, capturing portraits after ...",2024-05-14T18:40:52Z
GeR2qiLCk4g,Studio Lighting Kit Recommendations for Beginners [Studio Lighting Kits for Portrait Photography],UC905KT96tVWCM1Q2mtDWK1g,Kayleigh June,Hi Everyone! I hope you're all having a great week. Today's video is going to be all about studio lighting kit recommendations ...,2021-12-10T12:30:05Z
EJWNQv01VtI,Three Rules of Lighting for Photography,UCzYoPONSfo9izLEHZKq9V2g,Ed Verosky,Grab The Free Bundle: https://edverosky.com/portrait-photography-quickstart-bundle/ The three important rules regarding the ...,2012-08-13T20:29:29Z
aVvYK7Q95GA,"BEST beginner LIGHTING SETUP for product, stock and portrait photography",UCpEm9JARXOLwlWPLyQxE9kQ,Coffee and Photography Talk,"No matter whether you are doing product, stock, or portrait photography indoors, you will need these FIVE things to set up your ...",2023-03-27T13:00:01Z
3tFKxH5WTMM,7 Photography Lighting Equipment for Photoshoots,UCE9roO5sj0EyaFHfF7gcFRQ,Camera Zone,"7 Photography Lighting Equipment for Photoshoots - In this video, we'll showcase seven must-have lighting tools that will take ...",2024-06-14T13:45:00Z
IQS_xF0V7WU,Studio Lighting Set-Up 101 with Profoto | CameraPro Australia,UCrJ4pIsovFjzlEjZOKZ2eJg,CameraPro,Join James from our Brisbane Showroom as he test different Profoto lights. He will give a brief introduction on how they work in a ...,2023-02-16T01:31:02Z
-YulGAhQoVA,My Portrait Lighting Kit (feat. the Godox AD200),UC_43mQmHwHPTBBqImFrWU3Q,Sean Tucker,Squarespace link for 10% off: https://www.squarespace.com/seantucker My Portrait Photography Kit: ...,2019-04-07T16:00:00Z
bDIOlLY0FB8,Best Budget Lighting - WATCH BEFORE YOU BUY!!!,UC5OGp19bI_l1AnEAQ-LGVRQ,Wolf Amri,"If you are in the market for a cheap budget lighting kit for photography, this video is a must-see, it will surprise you! Wolf Amri ...",2020-06-24T15:00:13Z
xrybQoSgQ0A,"LIGHT CONE: Professional, Shiny Product Photography MADE SIMPLE!",UCZajtzLoD3nxn2G9ripCjPg,Visual Education,The problem you'll experience when trying to photograph shiny or glossy products is that they reflect absolutely everything around ...,2022-09-12T14:23:57Z
NMkv6XZmg5U,Favorite Light Modifiers | Godox Lighting | Neeta Shankar Photography,UC7CrvjVos_nO1ER5EDHID0Q,Neeta Shankar Photography,Here are two of my favorite light modifiers from Godox and sample images made with them. To learn more about how I use Godox ...,2021-07-06T16:46:02Z
Ur4SnI2FM7w,The PERFECT two light setup! #photography #westcott #studio #offcameraflash,UCmV6AkO8ALtrOETmPYphw9w,Eli Infante,,2023-11-05T13:00:09Z
b9nGmoSTlXk,Continuous LED Lighting vs. Flash Strobe Lighting | What&#39;s the difference? When should you use them?,UClBTB7rBrHWUVqTWR8yavMg,Hypop,"Hi everyone! In this video, we will be looking at the differences between continuous and strobe lighting. Depending on what you're ...",2021-04-07T04:00:07Z
wAKSFAUMbGA,Budget Studio Lighting For Cake Smash Photography / Beginners Start Here,UCsWzJbPtQVy_yTWvA4z-0ww,The Smash Cake,Looking for a cheap budget friendly lighting kit for cake smash photography? In todays video we take a look at a light set up that I ...,2024-02-01T17:34:27Z
vNXC4fG7Zqk,"Better Than A Soft Box, Inexpensive Product Lighting Solution",UCUbAIlQq6qdOCW7nURh9Qog,The Slanted Lens,When you're doing product photography soft boxes are not always the solution. There's a technique that product photographers ...,2021-11-30T14:00:21Z
VZWeFFjuGs4,Fashion Editorial with Sarah Edmunds using BFP | Godox Photography Lighting Academy,UCceuo1ZdHsxegsoa4Hgn55g,GODOX Global,"godox #bfp #v1pro #ad1200pro #ad600pro #ad300ro #ad200pro In this video, photographer Sarah Edmunds demonstrates how ...",2024-07-29T07:00:29Z
bR92SaLrTNM,The BEST Lighting for photography? 📷,UCzi1cAY62PslI1b-4KGVxoQ,Anthony Gugliotta,Watch more here: https://youtu.be/IPd9TxM3IaM My Cameras and Lenses My Camera: https://geni.us/t93yc B-Camera: ...,2022-09-29T13:00:16Z
mJ2mIfvscT0,6 Secrets to Black &amp; White Portrait Photography | Lighting &amp; Editing Tips for Dramatic B&amp;W Photos,UCzdTDJ4qo5XLh2sXTB1WsuQ,John Gress,Discover the 6 secrets to mastering black and white portrait photography in this video! Whether you're a beginner or a seasoned ...,2023-03-06T15:00:27Z
C4JQFWjpdfA,Best Studio Photography Lighting Kit for Beginners,UChlQzh3Ygufalpn0rIU4s5A,Scott Donschikowski,"If you are looking into trying out studio lighting, but are having trouble figuring out what to get because everything is super ...",2019-02-01T18:00:01Z
5PzzHo1VFFA,How Light Works | Photography Lighting for Beginners,UCmCNenalzQqqDBg0hYFN6Aw,Jeff Rojas (SAJORFFEJ),"If you're interested in basic photography lighting, this is the video for you. This is everything you need to learn about light, ​and ...",2019-01-14T02:39:05Z
PI3fK2x5rBY,Super Simple Portrait Lighting Setup!!,UCD8kD97bbQ1Y1YOjugJuuoA,Delaney Media,My Camera Gear Reccomendations: https://kit.co/WillDelaney/my-content-creation-kit Hire Me for Your Wedding: ...,2023-03-04T14:00:12Z
wjlRnJCADzA,Fine Art Fusion with AD600ProII &amp; AD200Pro II | Godox Photography Lighting Academy,UCceuo1ZdHsxegsoa4Hgn55g,GODOX Global,"godox #x3 #ad600proii #ad200proii #potrait #photography In this video, photographer Sarah Edmunds demonstrates how to ...",2024-10-17T03:41:20Z
coqlcCyxQ5k,4 ESSENTIAL Portrait Lighting Techniques in 10 Mins,UCOPJJLvR-N0hS8V-AWnQ-6w,Vanessa Joy,Which professional portrait photography lighting pattern do you often use for your models? This portrait lighting tutorial will help ...,2023-07-16T23:00:24Z
y0mwaE6ri3U,Realistic dual lighting effect in photoshop,UCxZGapTKkkeMS0z17Tp3TWQ,Graphic design ray,photoshop #photoshoptutorial #shorts #tutorial tage:- Dual lighting technique - Photoshop dual lighting technique - photoshop ...,2024-03-12T14:18:36Z
Fwk6GdybzGU,Creative Portrait Lighting! #photography #howto #photo #lighting #bts #model,UCZajtzLoD3nxn2G9ripCjPg,Visual Education,,2022-10-26T13:03:06Z
RwT8yyYgXVc,Wine Photography using the Anglerfish SL1220 DN 🍾 #filmmaking #photography #lighting #wine,UCVNBCyjoc7qsvDcNnHXIr2Q,iFootage,Subscribe: https://www.youtube.com/@iFootageInternational Like us on Facebook: https://www.facebook.com/ifootagegear/ ...,2023-10-16T16:00:29Z
KU37rCGCfh8,Unboxing the Softbox Lighting Kit - Online Photography students,UCfjrnysTwDpm5d4U4_KLQQg,Collarts,Ready to shoot like a pro from home? Study Photography with Collarts Online and we'll send the studio gear straight to you ...,2025-04-22T05:39:21Z
sM7C0i6vJ3c,Speedlight settings📸❤️| Godox TT600| #shorts #zoom #speedlite #photography #lighting #photographer,UCGLR_NoMqDMwyzK4TtVwjKA,Tall Photography,Subscribe https://youtube.com/channel/UCGLR_NoMqDMwyzK4TtVwjKA Follow I'm on Instagram as @tallphotography_254.,2023-03-26T14:50:30Z
e4Tzf5DEF90,tutorial: studio photography lighting,UC7IfgW0ILN7lhTkkm-0ePfA,Garrett King,,2024-08-09T05:50:43Z
xxwNxThupOo,Hard light vs Soft light📸💡#gcop #photography #youtubeshorts #lighting,UCuXzgc_FOUOmKHBhgULq9-A,Gujarat College Of Photography,,2024-10-19T14:30:32Z
