videoId,title,channelId,channelTitle,description,publishTime
cW3qQ8plJ0U,DSLR Camera Settings You MUST KNOW For Astrophotography - Beginners Tutorial,UCRxDxlGtGTlUf6b3qeU0y1g,AstroOnBudget,Here's beginners friendly tutorial on DSLR camera settings that you must know for astrophotography. These settings can be very ...,2021-12-05T04:00:28Z
li3DO7v7yOE,Cinematic lighting for beginners #lighting #cinematic #filmmaking #videography #tutorial #howto,UCxqEFfOarXulhfcykutX9rw,Mullah Mugzie,,2023-08-27T19:49:16Z
PyO-f98ZgD4,"Basic Camera Settings For Beginners 📷 ( Photography &amp; Video) | Aperture, ISO, Shutter Speed, etc.",UCSI9LMlGq2eKMlDdMLZ4THg,Shea Jordan,"Hello lovely people! In this video, I explain some of the most important camera settings for beginners. Since many resources often ...",2020-05-24T19:21:32Z
VHpjUXU6lUs,How to get sharp photos on your Canon R6 #bokehbiz #camerasettings #photographytips,UCJyQyeicbHYqRu7vBegP0jQ,Bokeh Biz,SUBSCRIBE for weekly videos! https://www.youtube.com/@bokehbiz Check out my gear reviews!! Canon Mirrorless R6- ...,2023-03-22T01:00:09Z
fI991LVsuzk,Beginners Guide to Fujifilm: EASY Camera Setup in 3 Minutes!,UCt0lQA1WEr8WfqS3I32e8eA,Reggie Ballesteros,Are you new to Fujifilm? This video will show you how to quickly set up your Fujifilm camera so you can get great results without ...,2021-12-18T15:46:39Z
b9SMfV0o4fQ,Manual Flash Setup for Beginners - GODOX v1 #shorts,UCDZ1MOoPZ98OhsPgzOnfT8g,Joseph Valenti,Talking about Manual mode on the Godox v1. VIDEO SHOT ON: Sony a7iv Sigma 14-24 MM f/2.8 GODOX v1 S Flash ...,2024-02-26T16:45:01Z
zpQ_jC57W4E,Camera Flash tip for beginners - Godox v1 lamp mode #shorts,UCDZ1MOoPZ98OhsPgzOnfT8g,Joseph Valenti,"In this Camera Flash tip for beginners, we're going to teach you how to use the lamp mode on your Godox v1 to light up your ...",2022-11-22T14:00:29Z
hOf4BNGZXJE,Macro Photography for Beginners – in 60 Seconds,UCJ9XPzyAZ4JP1HqxAN71dMQ,Micael Widell,MICAEL'S CAMERA BAG My favorite macro lens: https://bit.ly/mwlaowa85 (I always buy Laowa lenses from their website ...,2023-05-08T08:52:46Z
OHlwofX_7oA,What is the best beginner camera in 2022? #beginners #beginnerphotographer #learnphotography,UCqcCVUAeQg90KQknq7H-7uA,Sebastien Jefferies,Looking to get a new camera in 2022? Here is the best beginner camera in 2022 for photography and videography so if you are a ...,2022-08-17T08:58:04Z
W3XB9OI9oc0,Golden Hour Photography Tips For Beginners,UC1AkvxHlC7JAA4N4wTs3h5Q,Zac Watson,"USE CODE - ""CINEMATIC"" FOR A CHEEKY DISCOUNT BRAND NEW VIDEO LUTS - https://bit.ly/3tr58Se My BRAND NEW ...",2023-01-15T19:45:00Z
ZeVvbR8RdR0,The BEST Camera Settings for Beginners,UCd1A9A5JGDtLxCrc59yHncg,Thanovic,WATCH ME LIVE: https://www.twitch.tv/thanovic Check out my GamersRDY course for everything you need in order to rank up and ...,2023-11-01T14:30:13Z
0hOKxQW-PIk,Portrait photography tip for beginners #shorts,UCeRR3gl2xCB68ZO7O_z7cmA,Kunal Malhotra,,2024-04-21T11:32:40Z
LUxTnBz0vcI,Digital Camera Basics for Beginners: In 5 minutes,UC9vEIbyX_VF1rPpxnoR5WpQ,GearFocus,In this video we go over the most important camera settings for beginner photographers. Digital camera basics for beginners can ...,2020-06-19T14:05:46Z
Uhj4cWdj94E,Camera Settings for Beginners Under 10 Minutes!,UCKIebaFbubF2L_ol3ujxoSA,Saurav Sinha,"Camera settings can be tricky for beginners. Camera settings like Shutter Speed, Aperture and ISO can be overwhelming for ...",2019-06-14T16:46:51Z
eDkMp-4naH0,FLASH PHOTOGRAPHY FOR BEGINNERS: Speedlight Settings &amp; Modes Explained (GET TO KNOW YOUR FLASH),UCdg2KBIzDOD3uW5-IyF-sTA,Adrian Lard,Are you new to flash photography? In this video I breakdown the different settings and modes for speedlights so you can ...,2021-09-10T18:19:40Z
IuidcHqb1ts,Film Photography Settings for Beginners,UCOLjsu9z6rji0SOvpzZ4n5w,Pushing Film,Learn the basics of how to choose the settings when shooting film manually! Hashem goes over the fundamentals of manual ...,2019-07-14T10:08:00Z
HPf2Q5CUiDM,BEST CAMERA FOR BEGINNERS | FUJIFILM X- T200 MIRRORLESS CAMERA WITH 4K VIDEO RECORDING,UC1wIsypKb-YEWpI8MjDSMPQ,GP Pro Camera Store,The dark silver X-T200 combines FUJIFILM's retro-inspired aesthetics with a versatile imaging system that can be used for both ...,2021-10-20T10:30:02Z
MoT8Hbctk2E,35mm film camera settings for beginners 🎞 📸,UC-wPMuCJwFu2h11b3mkNIig,James Greenhalgh,"In today's video, I'll be showing you the quickest way to set up your 35mm film camera to get you shooting ASAP :) Instagram: ...",2022-08-29T17:30:03Z
Yyo9vzC19Jk,CANON CAMERA AND PHOTOGRAPHY TIPS - USING LIVE VIEW for beginners.,UC9lyUdwosxq_OxC1uggjUPA,Photo Genius,In this weeks video I'm sharing some tips to help you get more from your Canon camera when using the Live View function.,2023-06-10T11:30:11Z
XQv5Mt_awng,Camera Settings for Beginners | ISO Shutter speed and Aperture,UCY0ceNJ1gybHYUmGjoz0YsA,Gary Gough,"I explain how your ISO, Shutter speed and Aperture work. Camera Settings for Beginners. Getting started in photography?",2020-04-11T16:00:24Z
UikU6G8FAZ0,Cinematic Lighting for Beginners #filmmaking,UC71x8bBOwIEscxAltguHXMQ,Blake Ridder,,2023-09-05T11:12:22Z
eevCArclNBo,Real Estate Photography on a Budget: Essential Gear for Beginners,UCulsuEDrIn2sj18PiuV_mPg,Drone Launch Academy,"In the new episode of ""Your Drone Questions. Answered"", real estate photographer Dominic Wilkerson shares his tips on the ...",2023-05-12T16:00:27Z
M7mpyTXB0wc,Nikon beginners guide Part 1 - Nikon photography tutorial,UC9lyUdwosxq_OxC1uggjUPA,Photo Genius,If you are a beginner then this is the perfect place to start with your Nikon DSLR camera. In Part 1 Paul from Photo Genius will ...,2017-09-01T09:59:41Z
6ZIvPdnfJ-k,Dslr Camera kaise chalaye | How to use Nikon Dslr Camera 📸🔥 #shorts #shortvideo #shortsfeed,UC4E-jHYHN1RoKweMQ3AdCaA,Irfan Mukadam,,2024-10-16T13:03:04Z
YAt4315-uH4,"Exposure Explained Simply - Aperture, Shutter Speed, ISO",UC0sx2UCRrPrZ_98J6oRtbwQ,PhotoRec TV,"Appreciate this video? Take a moment to hit that subscribe button! Thank you! For 10% off your first purchase, go to ...",2013-02-25T00:05:29Z
kTWdfopqhgc,Why Your Auto Focus Isn&#39;t Working | Auto Focus for Beginners Part 6,UCGUSrx8dZxHVfpl5sI8CI8g,Matt Johnson,shorts If your auto focus isn't working there are 3 reasons why not.,2021-02-17T21:40:21Z
KvIfXkZyPGQ,"BIRD PHOTOGRAPHY 101: Beginners guide for settings, finding birds, tricks, equipment, and more!",UCH6acC9jnug-mI4vdGvuDbA,Simon d'Entremont,"Want to take amazing wildlife photos? Check out my new course with 20 modules and over 5 hours of content, no fluff!",2022-05-12T18:24:37Z
BkjW0L5NBmE,Night Photography for Beginners | Low Light Camera Settings,UC7h5WFd4I1Ym0Hz57eE6OzA,Andy Feliciotti,Read my Night Photography Tips: ...,2021-09-13T18:18:23Z
rRSgCJGeKNo,DSLR for Beginners | How to Set Your Camera Up to Shoot Video,UCDUWA-cTYMcuURVGS2F4bJw,Canon ANZ,"Learn how to set up your DSLR camera for video shooting with pro tips and settings from photographer, Neal Walters. In this video ...",2019-04-16T06:35:51Z
RN17wyPUQWs,"Camera Tips, Sinhala photography for beginners #photography #camera",UCK2PwZlyd37nM7swPeMejdQ,Photography with Darshana Weerawansha,සම්පූර්ණ Video එක නැරබීමට Link එක https://youtu.be/Zj9aLzsts_8 Sinhala photography for beginners step by ...,2024-01-27T14:30:10Z
l3FC67i_JIw,F Stop For Beginners,UCquIyfZpZmy0uvvXQdsQnpQ,Brian Taylor Photography,New photographers should absolutely understand this very important part of the exposure triangle. Knowing and understanding F ...,2023-01-24T20:13:45Z
dgPEu54Qtps,Canon T7 Tutorial For Beginners - How To Setup Your New DSLR,UCgNIXMatt_CuhzfOmSbBiSw,Tech Through The Lens,Canon T7 →US Price - https://amzn.to/3N1mwqb →UK Price - https://amzn.to/3TMmPZL →CA Price - https://amzn.to/3XJTzny ...,2021-01-14T15:00:10Z
V7Dupi_ZCx0,Transform Your Photos Today: Best Camera Settings for Beginners 2024,UCCveJZcpEe8OA2wRGzXT7pQ,Praveen Bhat Photography,Ready to take your photography to the next level? Learn the best camera settings for beginners in 2024 and transform your photos ...,2024-01-15T07:30:07Z
QBgpkO7AYGU,Beginners guide to use manual mode 📸❤️#part1 #canon # 800d #50mm #learning,UCkfwgsisjTaG_3Hnl_DvWfw,MKV LIVE,Music from Uppbeat (free for Creators!): https://uppbeat.io/t/soundroll/forgotten License code: BBZDPOOWYYBXWNLY.,2022-09-16T03:21:23Z
YojL7UQTVhc,Camera Basics - Aperture,UCJFMWWscsO-msPiLj42eXiQ,Apalapse,Sign up for a free 30-day trial to Sonata with my tracking link: ...,2017-03-22T11:59:20Z
AstpcmG_RZg,Camera Settings Explained #camerasettings #beginners #beginnerphotography #photography,UCF5AJgUgT9UVft3nbjXx8Kw,Sarah Mrad,,2024-03-11T23:49:23Z
0Vytw5WTEuY,Canon R10 QUICK START Guide with Autofocus Settings for Beginners,UCdXZ_PX5vMwKQBs1jO7ygLw,Vanessa Joy Photo,Check out the FULL video on my YouTube channel @VanessaJoy.,2024-01-04T15:00:02Z
FLiM0myl5gQ,The Best Camera Settings for Beginners (On ANY Camera),UCjo3sAYHupt0v9qYicLvKgw,Diana Gladney,"Learning what to use as the best camera settings for video in your space as a beginner can be challenging. In this video, I share ...",2021-06-02T22:03:15Z
_qaAUWBqgaU,Best Camera Settings for Beginners #shorts #camera  #photographytutorial,UCmh4sOHFiWigeGc3KHp8_lw,Matty Loucas,A FREE Preset on me (updated) - https://freepreset.carrd.co/,2022-11-20T13:30:13Z
woEXnflRMJE,Nikon D3300 Best camera for Beginners and So CHEAP in 2024! #Nikon #DSLR,UCxm3pFt1M8kWEfhRsnnpe9Q,Jonny Brady,,2024-04-07T23:49:15Z
gQq1BS0RWYw,Canon photography tips and tricks for beginners - get more from your camera.,UC9lyUdwosxq_OxC1uggjUPA,Photo Genius,Get more from your Canon DSLR camera with these cool tips and tricks for beginners. ➡️ Canon tips you may have missed ...,2018-08-31T11:30:02Z
QRD-jzj8PbI,Godox AD200 is the Perfect Off Camera Flash for Beginners + High Speed Sync Portraits,UC2xXJ9O4Qwm7XsT4LUKN68w,TMIDD,,2023-06-29T10:26:34Z
X5vogaSCmuk,NIGHT PHOTOGRAPHY for beginners - Tips and camera settings explained,UC9lyUdwosxq_OxC1uggjUPA,Photo Genius,A beginners guide to taking amazing photos at night - we share tips to help you capture amazing low light photos with your digital ...,2019-10-14T11:00:04Z
iUkMcFbr1Fw,BEST CAMERA FOR BEGINNER MODEL AND CONTENT CREATOR 📸,UCuTEUtsywKDt_bztqSmwSYA,Asad Styling,"Like, Share And Subscribe. Thanks For Watching.",2024-12-23T09:06:11Z
0RH5MNr7r6g,7 Photography Mistakes I See All Beginners Make,UCBG4ZzTTBVg23yVdQhztnfQ,Jason Vong,"Save $25 on PPA! https://www.ppa.com/join/jason-vong Follow Me on Tik Tok, Twitter, IG @jasonvmedia Video Editor: Jonathan ...",2024-09-28T12:30:41Z
ug7YOO655o8,Street Photography Tips For Beginners #Shorts,UC1AkvxHlC7JAA4N4wTs3h5Q,Zac Watson,Street Photography Tips For Beginners My BRAND NEW Lightroom Presets - https://bit.ly/3LQhoTS My Comprehensive Guide to ...,2022-04-16T16:00:25Z
fHaStO4W68s,3 Video Tips For Beginners #Shorts,UC1AkvxHlC7JAA4N4wTs3h5Q,Zac Watson,3 Video Tips For Beginners. Video can be hard for beginners so here are my 3 Video Tips For Beginners! My BRAND NEW ...,2022-03-24T16:00:18Z
zbuC036Zbhs,CAMERA settings for BEGINNERS 2022 | photography tips &amp; tricks,UCWXPmyf2ugjC8MyjgclSkSw,SBMVisuals,A BREAK DOWN OF THE MOST BASIC BEGINNER CAMERA FUNDAMENTALS FOR BEGINNER PHOTOGRAPHERS.,2022-01-23T05:33:17Z
7H5p8VO1GGA,These Settings Will Improve 90% of Your Photos,UCGuIM34mGnfTDjfd9vwPtAQ,Mark Wiemels,"In this video I go over a number of camera settings, and photography concepts, to help the new photographer take better pictures.",2022-04-23T11:55:43Z
k-fZFv8AM_E,This camera is not for beginners (Fuji X100VI) #Photography,UCzi1cAY62PslI1b-4KGVxoQ,Anthony Gugliotta,Lightroom Presets: https://bit.ly/3TDLKMx FUJI X100VI LET'S CONNECT: https://gugliotta.one/contact #photography.,2024-03-24T15:00:37Z
j-oSu_uQlXQ,Canon R3 - awesome camera for beginners photographers,UC55Biyv5t74LhkUHUc2_gSQ,Rinaola Luca,Video credit to: Yuvan (on tiktok) Get awesome discount for any products of Canon https://bit.ly/3aOBMXZ.,2022-07-30T05:18:08Z
xtkEKQMxego,Full beginner astrophotography setup #Shorts #astrophotography #beginners,UCXf5yWqfydi3RR927ZPtGaA,SarahMaths Astro,,2022-04-19T19:23:42Z
oyuWJSrW2TI,BEST Camera Settings For Landscape Photography !,UCL0CykAC1D6Pz8KJHVK1eIw,TCM Reviews,QUICK CAMERA SETTINGS FOR LANDSCAPE PHOTOGRAPHY Want to capture stunning landscapes but not sure where to ...,2025-05-07T16:38:25Z
LsySC7Q1Y_Y,Sony a6400 Tutorial For Beginners | Best Settings For Photo &amp; Video,UCgNIXMatt_CuhzfOmSbBiSw,Tech Through The Lens,Sony a6400 →US Price - https://amzn.to/4gHS2aw →UK Price - https://amzn.to/3XY1JtP →CA Price - https://amzn.to/3Ya1nAJ ...,2022-08-12T14:00:12Z
7UwxPyKOH2Y,4 Quick Bird Photography Tips for Beginners,UCHIRBiAd-PtmNxAcLnGfwog,B&H Photo Video Pro Audio,BirdPhotography #WildlifePhotography #NationalBirdDay.,2022-01-02T16:00:03Z
fT9XIhfrelQ,BEST Camera Settings For STREET Photography!,UCL0CykAC1D6Pz8KJHVK1eIw,TCM Reviews,Easy Camera Settings For Awesome STREET Photography! 🏙️ Want to capture stunning street photography without getting lost ...,2025-05-09T18:21:12Z
EfH6lHekOn8,7 PHOTOGRAPHY TIPS FOR BEGINNERS - Canon EOS Rebel T7 / EOS 1500D,UC9lyUdwosxq_OxC1uggjUPA,Photo Genius,I share 7 useful tips to help you get more from your Canon EOS Rebel T7 / EOS 1500D camera. Check out my gear guide ...,2020-02-05T10:43:15Z
lIPXT4P-nWg,7 Astrophotography Tips for Complete Beginners,UCn3npsPixgoi_xLdCg9J-LQ,AstroBackyard,"Astrophotography Tips for beginners (no telescope, no tracker) In this video, I cover the basics of astrophotography with a DSLR ...",2020-08-28T22:08:51Z
xEcrWj7fIds,Canon R6 Mark II Video Settings for Beginners | Set Up Tutorial,UC04hLqQGcXhTbLU2o9-24gQ,Bruno Pozo,"in this tutorial, I'll show you how to set up your Canon R6 Mark II for videography. We'll cover the most basic settings you need to ...",2023-08-11T15:00:10Z
yWEd-TNa0eg,HOW TO PHOTOGRAPH SPORTS | BEGINNERS GUIDE TO SPORTS PHOTOGRAPHY,UCPQs8jA1Q31AuKJOz7IHmGw,avaxthomas,"Hi friends! In today's video, I try my best to teach you (almost) everything I know about sports photography. This includes settings ...",2024-02-27T15:50:27Z
G0tnt9DoQ9s,How to Shoot AMAZING Video for Beginners! 10 Easy Tips (Canon EOS R Tutorial),UCGxjDWAN1KwrkXYVi8CXtjQ,Think Media,Learn how to shoot AMAZING video with your full frame Canon Camera! ****** Check Out the Canon EOS R RF 24–105mm F4 L ...,2021-12-16T12:00:16Z
oIaOi-5Z1JY,Nikon D3300 So EASY to use! Perfect for Beginners / Cheap DSLR for starting Photography!! #nikon,UCxm3pFt1M8kWEfhRsnnpe9Q,Jonny Brady,,2024-04-07T23:36:16Z
QUCUir7eMD4,GoPro | BEST PHOTOGRAPHY TIPS &amp; TRICKS for beginners 2022,UCaLCRvvau4acqQ4eLGZUywA,JORDAN HETRICK,GoPro Hero11 BOOK ➡ https://amzn.to/3UkjK1F GoPro Hero11 MASTERCLASS ➡ https://bit.ly/GoPro11Course GoPro Hero10 ...,2022-05-21T08:15:00Z
A0zq93FV23A,4K Vlogging Camera Settings for Beginners #4kvloggingcamera #camerasettings,UCWNm4Io8094tzyep_EfEErQ,James Baker,4K Vlogging Camera Settings for Beginners #4kvloggingcamera #camerasettings #pinkcamera #fok.,2025-05-01T06:37:14Z
wKm8ODDPbI4,Manual mode explained in telugu | photography tutorials for beginners | #teluguphotographyvlogs,UCoAgWm7qF2Tlckzy4yW7qJw,Telugu photography vlogs,Telugu photography tutorials 30days What is manual mode in camera Manual Guide for beginners in telugu Manual mode ...,2024-11-18T13:30:36Z
iTxCnI04bGA,📸 CINEMATOGRAPHY &amp; PHOTOGRAPHY Tips | Sony a6400 best camera for beginners under 1 lakh.,UCWBiQFOz-uztgzYHLJ7OvWQ,RB_CameraTalks,CINEMATOGRAPHY & PHOTOGRAPHY Tips . Sony a6400 best camera for beginners under 1 lakh . Save this post and Share it ...,2024-09-03T12:30:38Z
kr66REwh23s,"Astrophotography for Beginners - Gear, Settings, &amp; Tips!",UC0h2aaFkmYBzM4quxvLT1HA,Mallory Davis Photography,"New to astrophotography or looking to learn a few new tricks? Check out my video where I share the gear, settings, and tools I use ...",2023-01-11T21:34:42Z
5BDzXHyCJH8,Best Settings for Beginners - DJI Osmo Pocket 3,UCfHAg8Ob9JkDnou_Fp1puhg,Joey Vela,"In this video, I walk you through the exact settings I use for vlogging and filming on my Osmo Pocket 3. Whether you're a beginner ...",2025-02-21T07:58:53Z
